participant_id,participant_folder,timestamp_raw,timestamp_iso,source_log,source_log_full_path,block,block_type,block_index_within_type,global_block_order,trial_idx_in_block,trial_idx_global,order_condition,question_id,question_number,question_year,question_field,question_type_log_clean,metadata_question_type,correct_answer,enem_correctness,total_word_count,sentence_count,sentence_length,question_itself_translated,chosen_answer,participant_correct,response_status,answer_available,t_text_on,t_stem_on,t_options_on,t_answer,rt_text_to_stem,rt_stem_to_options,rt_options_to_answer,rt_text_to_answer,rt_stem_to_answer,sec_per_word,sec_per_sentence,metadata_matched,metadata_type_matches_log,metadata_year_matches_log,metadata_field_matches_log,quality_flags,trial_notes,block_type_from_block,question_type_log,t_iti,rt_from_phase_answer,option_view_time,chosen_answer_raw,answer_marker_name,n_answer_rows,n_button_click_rows,button_click_times_json,metadata_question_year,metadata_question_field,metadata_question_number,question_text_translated,question_option_A_translated,question_option_B_translated,question_option_C_translated,question_option_D_translated,question_option_E_translated,metadata_validation_flags
PID001,PID001,20251106_124958,2025-11-06 12:49:58,enem_blocks_PID01_20251106_124958.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 05-11-25/PID001/enem_blocks_PID01_20251106_124958.csv,A4,Abstract,4,4,2,11,AbstractFirst,2019_CH_64,64,2019,CH,Abstract,Abstract,C,0.604244682645566,107.0,11.0,9.73,"In contrast to an idealized interpretation, the text points to the following fundamental dimension of modern science:",C,1,ANSWERED_VALID,True,1774.569213,1778.652996,1844.526489,1867.057296,4.0837830000000395,65.87349300000005,22.530806999999868,92.48808299999996,88.40429999999992,0.8643746074766352,8.408007545454542,True,True,True,True,,ITI duration: 3.99s,Abstract,abstract,1774.528859,22.530866200002492,22.530854,C,ANS_C,1,0,[],2019,CH,64,"Legend has it that on a beautiful sunny day, Newton was relaxing under an apple tree. Birds chirped in his ears. There was a gentle breeze. He dozed for a few minutes. Suddenly, an apple fell on his head and he woke up with a start. He looked up. “Surely a bird or a squirrel knocked the apple from the tree,” he guessed. But there were no birds or tree squirrels nearby. He then thought: “Just a few minutes ago, the apple was hanging on the tree. No external force made her fall. There must be some underlying force that causes things to fall to the earth.”",Falsification of theses.,Denial of observation.,Proposing hypotheses.,Contemplation of nature.,Universalization of conclusions.,
PID001,PID001,20251106_124958,2025-11-06 12:49:58,enem_blocks_PID01_20251106_124958.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 05-11-25/PID001/enem_blocks_PID01_20251106_124958.csv,A4,Abstract,4,4,3,12,AbstractFirst,2020_CH_76,76,2020,CH,Abstract,Abstract,B,0.315717226144949,78.0,6.0,13.0,The text discusses the role played by a standard in creating an environment conducive to,B,1,ANSWERED_VALID,True,1870.716882,1903.678413,1925.434244,1974.455418,32.96153100000015,21.755830999999944,49.021173999999974,103.73853600000007,70.77700499999992,1.3299812307692316,17.28975600000001,True,True,True,True,,ITI duration: 3.09s,Abstract,abstract,1870.678846,49.02123969999957,49.021226,B,ANS_B,1,0,[],2020,CH,76,"“The main characteristic of the social situation of Anglo-Americans is its eminently democratic character. I previously stated that a very great equality reigned among the emigrants who went to settle in New England. The influence of succession laws contributed to this. Established in one way, succession laws bring together, concentrate and group property and power into one. Established by other principles, they produce the opposite: they divide, share and disseminate goods and power.”
(TOCQUEVILLE, A. Democracy in America.",use of slave labor.,consolidation of bourgeois values.,banning religious dissent.,containment of nationalist identification.,hierarchization of economic agents.,
PID001,PID001,20251106_124958,2025-11-06 12:49:58,enem_blocks_PID01_20251106_124958.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 05-11-25/PID001/enem_blocks_PID01_20251106_124958.csv,A5,Abstract,5,5,1,13,AbstractFirst,2021_CH_83,83,2021,CH,Abstract,Abstract,A,0.4347480454401885,120.0,3.0,40.0,"For the Woyo people, the cultural artifacts mentioned in the text fulfill the function of a",B,0,ANSWERED_VALID,True,2088.416583,2148.243842,2157.974701,2181.455205,59.827258999999685,9.730859000000237,23.48050400000011,93.03862200000003,33.21136300000035,0.7753218500000003,31.01287400000001,True,True,True,True,,ITI duration: 3.57s,Abstract,abstract,2088.361813,23.480569099992863,23.480556,B,ANS_B,1,0,[],2021,CH,83,"Among several African peoples, particularly in the ancient Kingdom of Congo, there is graphic evidence that writing took various forms. An example of this are the pot lids carved in bas-relief from the Woyo people (Cabinda region), with everyday scenes and proverbs, drawings in the earth or sand, images engraved or inscribed on the chief's staffs or on sacred stones, but, above all,  movements of the human body inscribed in a familiar gesture. Among Woyo there was a custom for parents to offer their children carved pot lids, conveying a kind of message, with coded signs that translated guidelines for achieving a good marital relationship, being sensible in choosing a spouse and being alert to the difficulties of the marriage.",pedagogy of social customs.,imposition of forms of communication.,devaluation of youth behaviors.,destitution of the values ​​of marriage.,ethnography of religious celebrations.,
PID001,PID001,20251106_124958,2025-11-06 12:49:58,enem_blocks_PID01_20251106_124958.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 05-11-25/PID001/enem_blocks_PID01_20251106_124958.csv,A5,Abstract,5,5,2,14,AbstractFirst,2019_CH_56,56,2019,CH,Abstract,Abstract,D,0.3926106536218327,72.0,2.0,36.0,The dynamics of transformation of the geography of industries described expose the complementarity between spatial dispersion and,D,1,ANSWERED_VALID,True,2185.317433,2187.448069,2189.61305,2314.335872,2.1306359999998676,2.164980999999898,124.72282200000018,129.01843899999994,126.88780300000008,1.7919227638888882,64.50921949999997,True,True,True,True,,ITI duration: 3.30s,Abstract,abstract,2185.279743,124.72287929999584,124.722866,D,ANS_D,1,0,[],2019,CH,56,"The global restructuring of the industry, conditioned by the global value chain management strategies of large transnational groups, promoted a strong shift in the production process, even entire industrial plants, and redirected production and investment flows. However, the increase in the participation of developing countries in the global product occurred quite asymmetrically when comparing the dynamism of East Asian countries with that of other countries, especially Latin Americans, in the period 1980-2000.",technological autonomy.,supply crises.,political decentralization.,economic concentration.,profit sharing.,
PID001,PID001,20251106_124958,2025-11-06 12:49:58,enem_blocks_PID01_20251106_124958.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 05-11-25/PID001/enem_blocks_PID01_20251106_124958.csv,A5,Abstract,5,5,3,15,AbstractFirst,2022_CH_60,60,2022,CH,Abstract,Abstract,B,0.4528563111830808,89.0,4.0,22.25,"Contrary to the prevailing view about the technological impact on human relationships, the text reveals that cell phones can play a role",B,1,ANSWERED_VALID,True,2318.916963,2320.76269,2321.280959,2481.325299,1.845726999999897,0.5182690000001458,160.04433999999992,162.40833599999996,160.56260900000007,1.8248127640449434,40.60208399999999,True,True,True,True,,ITI duration: 4.02s,Abstract,abstract,2318.875812,160.04440450000402,160.044354,B,ANS_B,1,0,[],2022,CH,60,"An experiment called FunFit was developed with the aim of making members of a local community become more physically active. All study participants were linked to two other community members who would receive small cash incentives to encourage them to increase their physical activity, which was measured by accelerometers on state-issued cell phones. Thus, if the person walked more than usual, his acquaintances would receive the money. The results were astonishing: the scheme proved to be four to eight times more effective than the method of offering individual incentives.","recreational, promoting leisure in integrated networks.","social, encouraging reciprocity through digital means.","labor, converting the developer into an end user.","commercial, directing the choice for industrialized products.","cognitive, favoring virtual tools.",
PID001,PID001,20251106_124958,2025-11-06 12:49:58,enem_blocks_PID01_20251106_124958.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 05-11-25/PID001/enem_blocks_PID01_20251106_124958.csv,C1,Concrete,1,6,1,16,AbstractFirst,2017_CH_47,47,2017,CH,Concrete,Concrete,D,0.527917465166208,62.0,2.0,31.0,"The position taken by UNESCO, from 1948 onwards, was motivated by recent events, among which the",D,1,ANSWERED_VALID,True,2511.112954,2541.790419,2551.554767,2607.804622,30.677464999999756,9.764348000000155,56.249855000000025,96.69166799999994,66.01420300000018,1.5595430322580635,48.34583399999997,True,True,True,True,,ITI duration: 3.64s,Concrete,concrete,2511.077292,56.24992149999889,56.249909,D,ANS_D,1,0,[],2017,CH,47,"After the Universal Declaration of Human Rights by the UN in 1948, UNESCO published studies by scientists from around the world that disqualified racist doctrines and demonstrated the unity of the human race. Since then, most European scientists themselves have come to recognize the discriminatory nature of the white man's alleged racial superiority and to condemn the aberrations committed in his name.",Japanese attack on the American military base at Pearl Harbor.,triggering of the Cold War and new rivalries between nations.,death of millions of soldiers in the fighting of the Second World War.,execution of Jews and Slavs imprisoned in Nazi ghettos and concentration camps.,dropping of atomic bombs on Hiroshima and Nagasaki by US forces.,
PID001,PID001,20251106_124958,2025-11-06 12:49:58,enem_blocks_PID01_20251106_124958.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 05-11-25/PID001/enem_blocks_PID01_20251106_124958.csv,C1,Concrete,1,6,2,17,AbstractFirst,2020_CH_70,70,2020,CH,Concrete,Concrete,E,0.244848972506758,69.0,2.0,34.5,"The historical event mentioned in Sallust's text, dated 1st century BC, corresponded with the process of",E,1,ANSWERED_VALID,True,2611.543106,2640.596802,2650.2826,2720.071596,29.053695999999945,9.685797999999977,69.78899600000022,108.52849000000015,79.4747940000002,1.5728766666666687,54.264245000000074,True,True,True,True,,ITI duration: 3.20s,Concrete,concrete,2611.528528,69.78903379999974,69.789021,E,ANS_E,1,0,[],2020,CH,70,"In fact, until the destruction of Carthage, the people and the Roman Senate governed the Republic in harmony and without passion, and there was no struggle among the citizens for glory or domination; fear of the enemy kept the city in the line of duty. But as soon as fear disappeared from the minds, the evils for which prosperity has a predilection were introduced, that is, debauchery and pride.",demarcation of public lands.,imposition of debt slavery.,restriction of citizenship by kinship.,restoration of ancestral institutions.,expansion of extra-peninsular borders.,
PID001,PID001,20251106_124958,2025-11-06 12:49:58,enem_blocks_PID01_20251106_124958.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 05-11-25/PID001/enem_blocks_PID01_20251106_124958.csv,C1,Concrete,1,6,3,18,AbstractFirst,2018_LC_44,44,2018,LC,Concrete,Concrete,D,0.2951478999067735,132.0,7.0,18.86,"According to the text, the Plagiarism Sniffer tool achieves its objective through",E,0,ANSWERED_VALID,True,2725.521144,2727.930391,2729.473817,2817.321223,2.4092470000000503,1.5434260000001814,87.84740599999986,91.8000790000001,89.39083200000005,0.6954551439393947,13.114297000000013,True,True,True,True,,ITI duration: 4.91s,Concrete,concrete,2725.494714,87.8474467000051,87.847436,E,ANS_E,1,0,[],2018,LC,44,"Plagiarism Sniffer: a tool against illegal copying. In the academic world or in the media, illegal copies can appear in different ways, being full or partial, or paraphrases. To help combat this crime, professor Maximiliano Zambonatto Pezzin, a computer engineer, developed the Plagiarism Sniffer program with his students. The program is capable of detecting: continuous and fragmented passages, loose sentences, reorganized parts of texts, rewritten sentences, changes in the order of periods and phonetic and syntactic errors. But how does the program actually work? Considering the text as a sequence of words, the tool analyzes and searches section by section in search engines, just as a teacher suspicious of a student would do. The difference is that the program allows you to search in several search engines, thus generating many more results.",selection of full copies.,search on specialized websites.,simulation of teaching activity.,comparison of structural patterns.,phoneme sequence identification.,
PID001,PID001,20251106_124958,2025-11-06 12:49:58,enem_blocks_PID01_20251106_124958.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 05-11-25/PID001/enem_blocks_PID01_20251106_124958.csv,C2,Concrete,2,7,1,19,AbstractFirst,2020_CH_82,82,2020,CH,Concrete,Concrete,A,0.4406437691929831,105.0,7.0,15.0,The physical characteristic that justifies human settlement in the places presented in the text is the occurrence of,E,0,ANSWERED_VALID,True,2932.203016,2961.159183,2985.213821,3009.492071,28.956167000000278,24.054637999999613,24.2782500000003,77.28905500000019,48.33288799999991,0.7360862380952399,11.041293571428598,True,True,True,True,,ITI duration: 3.02s,Concrete,concrete,2932.17712,24.278294300005655,24.278281,E,ANS_E,1,0,[],2020,CH,82,"The cities of Puebla, Mexico, and Legazpi, the Philippines, have almost nothing in common. They are very far from each other and are inhabited by very different people. What unites them is a tragic detail of their geography. They were built in the vicinity of some of the most dangerous volcanoes in the world: the Mexican Popocatepéti and the Philippine Mayon. Its inhabitants need to be ready to run at any time. They are part of the 550 million individuals who live in volcanic risk zones in the world. Contrary to what would be sensible, they remain there, indifferent to the danger that awaits them.",only fertile soils.,steep slopes.,diverse vegetation.,efficient drainage.,pleasant climate.,
PID001,PID001,20251106_124958,2025-11-06 12:49:58,enem_blocks_PID01_20251106_124958.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 05-11-25/PID001/enem_blocks_PID01_20251106_124958.csv,C2,Concrete,2,7,2,20,AbstractFirst,2017_CH_75,75,2017,CH,Concrete,Concrete,D,0.1964736904113095,109.0,4.0,27.25,The aforementioned UN resolution endorsed the,A,0,ANSWERED_VALID,True,3014.981564,3017.946372,3018.455557,3134.570382,2.9648079999997208,0.5091850000003433,116.11482499999966,119.58881799999972,116.62401,1.0971451192660524,29.89720449999993,True,True,True,True,,ITI duration: 4.96s,Concrete,concrete,3014.964429,116.11486630000581,116.114854,A,ANS_A,1,0,[],2017,CH,75,"Palestinians gathered in front of television sets and screens set up outdoors in Ramallah, in the West Bank, to follow the vote on the resolution that called for the recognition of the so-called Palestine as an non-member observer state of the United Nations (UN). The objective was to wait for the birth, at least formally, of a Palestinian State. After the approval of the resolution, hundreds of people went to the city square with Palestinian flags, set off fireworks, honked horns and danced in the streets. Approved with 138 votes out of 193 in the General Assembly, the resolution elevates the status of the Palestinian State before the organization.",institutional delimitation of territorial borders.,increasing the quality of life of the local population.,implementation of the peace treaty with the Israelis.,support from the international community to the national demand.,equalization of the political condition with that of other countries.,
PID001,PID001,20251106_124958,2025-11-06 12:49:58,enem_blocks_PID01_20251106_124958.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 05-11-25/PID001/enem_blocks_PID01_20251106_124958.csv,C2,Concrete,2,7,3,21,AbstractFirst,2017_CH_68,68,2017,CH,Concrete,Concrete,A,0.2069303968327291,49.0,1.0,49.0,The described process occurs in a biogeographic area with a predominance of vegetation,C,0,ANSWERED_VALID,True,3139.255931,3140.962193,3141.425511,3209.777087,1.7062619999996969,0.46331800000007206,68.35157600000002,70.52115599999979,68.8148940000001,1.439207265306118,70.52115599999979,True,True,True,True,,ITI duration: 4.15s,Concrete,concrete,3139.244589,68.35163509999984,68.351625,C,ANS_C,1,0,[],2017,CH,68,"By destroying a landscape of trees with twisted trunks, leaves and rough shrubs on acidic soils, often laterized or taken on by the bizarre shapes of termite mounds, this modernization linearizes and apparently does not allow us to question the modernist pretension that the form must follow the function.",tropophilic and tropical climate.,xerophilic and semi-arid climate.,hydrophilic and equatorial climate.,aciculifoliate and subtropical climate.,semi-deciduous and humid tropical climate.,
